intagncy_agency,intagncy_name,intagncy_year,intagncy_month,intagncy_day,intagncy_lon,intagncy_lat,intagncy_area_ha,intagncy_forest_area_ha,MTBS_name,MTBS_year,MTBS_month,MTBS_day,MTBS_lon,MTBS_lat,MTBS_area_ha,MTBS_forest_area_ha,MTBS_filename,final_year,final_month,final_day,final_lon,final_lat,final_area_ha,final_forest_area_ha
"BIA","DIAMOND",2005,7,21,-113.3674,35.6833,404.69,55,"DIAMOND",2005,7,21,-113.3464,35.6899,510.03,217.64,"az3568311336720050721",2005,7,21,-113.3464,35.6899,510.03,217.64
"BIA","RATTLESNAK",2005,7,22,-121.1,44.9,501,2.07,"RATTLESNAKE SPRINGS",2005,7,22,-121.0794,44.8728,413.55,4.65,"or4487312108020050722",2005,7,22,-121.0794,44.8728,413.55,4.65
"BLM","BLAIR",2005,7,22,-115.3334,43.0809,568.99,0,"BLAIR",2005,7,22,-115.3468,43.0972,566.19,0,"id4309811534720050722",2005,7,22,-115.3468,43.0972,566.19,0
"BLM","RUPERT",2005,7,22,-113.6233,42.9256,19259.82,0,"RUPERT",2005,7,22,-113.5092,42.9541,17470.17,0,"id4295411350920050722",2005,7,22,-113.5092,42.9541,17470.17,0
"BLM","ODFBLOSSOM",2005,7,21,-123.8104,42.7882,6655.87,6651.48,"BLOSSOM",2005,7,22,-123.8817,42.7505,4179.24,4176.98,"or4270112391920050722",2005,7,21,-123.8817,42.7505,4179.24,4176.98
"BLM","PARK VALLEY",2005,7,22,-113.2911,41.7769,7454.32,0,"PARK VALLEY",2005,7,22,-113.2185,41.7617,6648.66,0,"ut4176111321620050722",2005,7,22,-113.2185,41.7617,6648.66,0
"BLM","BLUE",2005,7,22,-114.2947,37.2003,445.15,0,"BLUE",2005,7,22,-114.2815,37.1971,427.95,0,"nv3719811428120050722",2005,7,22,-114.2815,37.1971,427.95,0
"CalFire","KINGSTON 2",2005,7,29,-115.8696,35.7228,239.04,0,"KINGSTON",2005,7,22,-115.9149,35.8083,1217.97,5.24,"ca3581011591620050722",2005,7,29,-115.8969,35.7796,183.27,0
"CalFire","KINGSTON",2005,7,22,-115.9113,35.8015,1349.57,8.05,"KINGSTON",2005,7,22,-115.9149,35.8083,1217.97,5.24,"ca3581011591620050722",2005,7,22,-115.9148,35.8039,1034.7,5.24
"BLM","DOUBLE L",2005,7,30,-114.3544,35.3917,126.26,0,"TWIN MILLS",2005,7,22,-114.3837,35.3697,4522.68,0,"az3540211440120050722",2005,7,30,-114.3558,35.3937,115.29,0
"BLM","TWIN MILLS",2005,7,22,-114.343,35.3494,4826.69,0,"TWIN MILLS",2005,7,22,-114.3837,35.3697,4522.68,0,"az3540211440120050722",2005,7,22,-114.3452,35.3498,4407.39,0
"BLM","KNOX",2005,7,23,-109.0204,47.5892,796.42,10.31,"KNOX",2005,7,23,-108.9797,47.5774,468.9,30.39,"mt4757810898020050723",2005,7,23,-108.9797,47.5774,468.9,30.39
"CalFire","CRAG",2005,7,24,-118.1772,36.1154,479.63,479.63,"CRAG WFU",2005,7,24,-118.1819,36.1089,285.84,285.84,"ca3610811818320050724",2005,7,24,-118.1819,36.1089,285.84,285.84
"FS","PORTAL",2005,7,24,-102.5831,36.9781,315.66,0,"CARRIZO COMPLEX",2005,7,25,-102.5556,37.015,426.96,0,"co3702310256420050725",2005,7,24,-102.5452,36.9766,279.62,0
"FS","COLORADO LINE",2005,7,24,-102.5881,37.0408,166.33,0,"CARRIZO COMPLEX",2005,7,25,-102.5556,37.015,426.96,0,"co3702310256420050725",2005,7,24,-102.5846,37.037,147.34,0
"BLM","HOMESTEAD",2005,7,26,-116.1101,43.5774,493.72,0,"HOMESTEAD",2005,7,26,-116.098,43.5888,485.46,0,"id4358911609820050726",2005,7,26,-116.098,43.5888,485.46,0
"BLM","WASSON",2005,7,26,-122.5343,42.4027,611.08,520.37,"WASSON",2005,7,26,-122.5006,42.4016,462.33,450.01,"or4240212250220050726",2005,7,26,-122.5006,42.4016,462.33,450.01
"BLM","WALL LAKE",2005,7,27,-118.4317,47.5597,2095.46,0,"WALL LAKE",2005,7,27,-118.4295,47.5794,1872.09,0,"wa4757911843020050727",2005,7,27,-118.4295,47.5794,1872.09,0
"FS","MULE PEAK",2005,7,28,-117.5597,45.1081,566.56,566.19,"MULE PEAK",2005,7,28,-117.5235,45.1279,264.69,231.74,"or4513511752020050728",2005,7,28,-117.5235,45.1279,264.69,231.74
"FS","CK",2005,7,28,-117.13,44.5386,10230.46,529.77,"SNAKE ONE",2005,7,28,-117.0889,44.5638,9416.07,996.5,"id4456311709020050728",2005,7,28,-117.0889,44.5638,9416.07,996.5
"BLM","FAREWELL B",2005,7,28,-117.3621,44.3539,1743.79,0,"FAIRWELL BEND",2005,7,28,-117.3307,44.3342,1261.26,0,"or4433411733120050728",2005,7,28,-117.3307,44.3342,1261.26,0
"BLM","DOUBLE MTN",2005,7,28,-117.3687,43.8957,8941.54,0,"DOUBLE MOUNTAIN",2005,7,28,-117.3502,43.8592,5658.12,0,"or4385911735820050728",2005,7,28,-117.3502,43.8592,5658.12,0
"BLM","NEWMONT",2005,7,28,-116.2569,40.8339,378.91,0,"NEWMONT",2005,7,28,-116.2633,40.8526,365.49,0,"nv4085211626420050728",2005,7,28,-116.2633,40.8526,365.49,0
"BLM","CAMP SPRINGS",2005,7,29,-113.8003,37.2017,533.38,0,"CAMP SPRINGS",2005,7,29,-113.8167,37.1736,305.46,41.99,"ut3717311381820050729",2005,7,29,-113.8167,37.1736,305.46,41.99
"FS","MYRTLE",2005,7,30,-120.8053,47.8372,465.39,212.3,"DIRTY FACE",2005,7,30,-120.788,47.8487,407.61,386.3,"wa4784912078720050730",2005,7,30,-120.788,47.8487,407.61,386.3
"BLM","BUCKSKIN",2005,7,30,-117.6849,41.7899,464.58,0,"BUCKSKIN",2005,7,30,-117.6454,41.8019,464.13,0,"nv4180211764620050730",2005,7,30,-117.6454,41.8019,464.13,0
"FWS","SHEEP",2005,7,30,-115.0517,36.7206,364.22,1.39,"SHEEP",2005,7,30,-115.0585,36.72,316.98,4.83,"nv3672111505720050730",2005,7,30,-115.0585,36.72,316.98,4.83
"FWS","VEGAS",2005,7,30,-115.0435,36.5558,1740.15,14.26,"VEGAS",2005,7,30,-115.0404,36.5609,1631.61,18.85,"nv3656011504020050730",2005,7,30,-115.0404,36.5609,1631.61,18.85
"FS","SIAM",2005,7,31,-115.0114,47.05,1295,1294.14,"PROSPECT",2005,7,31,-114.9623,47.0742,993.42,993.42,"mt4707511495920050731",2005,7,31,-114.9623,47.0742,993.42,993.42
"BLM","BLACK BULL",2005,8,10,-118.161,43.1167,110.88,0,"DRY",2005,7,31,-118.172,42.9915,1200.24,0,"or4299311817120050731",2005,8,10,-118.1654,43.0151,100,0
"BLM","DRY",2005,7,31,-118.1791,42.9782,1268.69,0,"DRY",2005,7,31,-118.172,42.9915,1200.24,0,"or4299311817120050731",2005,7,31,-118.178,42.9761,1100.24,0
"BIA","SHITIKECRK",2005,7,22,-121.325,44.7833,166.93,21.18,"MCKINLEY",2005,8,1,-121.2604,44.8582,455.31,81.38,"or4485912126020050801",2005,7,22,-121.2755,44.8339,100,5.11
"BIA","MCKINLEY",2005,8,1,-121.2917,44.8439,1542.26,315.98,"MCKINLEY",2005,8,1,-121.2604,44.8582,455.31,81.38,"or4485912126020050801",2005,8,1,-121.2788,44.8426,355.31,76.27
"BLM","ESTARLAKE",2005,8,1,-114.1581,42.7764,2947.73,0,"EAST STAR LAKE",2005,8,1,-114.1554,42.7652,3015.9,0,"id4276711415620050801",2005,8,1,-114.1554,42.7652,3015.9,0
"CalFire","LAGUNA 2",2005,7,30,-120.7917,36.8626,220.56,0,"I-5",2005,8,1,-120.8044,36.8178,1522.98,0,"ca3681812080420050801",2005,7,30,-120.7889,36.8599,150.14,0
"CalFire","COWPIE",2005,8,1,-120.8178,36.7987,2016.71,0,"I-5",2005,8,1,-120.8044,36.8178,1522.98,0,"ca3681812080420050801",2005,8,1,-120.8151,36.7989,1372.84,0
"FS","RAZOR",2005,8,3,-114.4047,46.0536,2779.79,2414.13,"ROCKIN",2005,8,3,-114.3893,46.0481,2079.09,1970.79,"mt4604311441220050803",2005,8,3,-114.3893,46.0481,2079.09,1970.79
"BLM","TWIN PEAKS",2005,8,3,-112.8061,38.7839,397.4,6.99,"TWIN PEAKS",2005,8,3,-112.8053,38.774,368.64,0,"ut3877711279420050803",2005,8,3,-112.8053,38.774,368.64,0
"CalFire","HALLORAN",2005,8,3,-115.7721,35.3921,397.13,0,"HALLORAN",2005,8,3,-115.7749,35.3922,344.88,0,"ca3539211577520050803",2005,8,3,-115.7749,35.3922,344.88,0
"FS","SHEEP",2005,8,4,-114.5375,47.0194,664.49,637.87,"I-90 COMPLEX (TARKIO)",2005,8,4,-114.623,47.0382,2913.12,2892.09,"mt4703611462320050804",2005,8,4,-114.5353,47.0243,446.04,444.53
"FS","IRIS POINT",2005,8,4,-114.6803,47.0189,3675.36,3512.06,"I-90 COMPLEX (TARKIO)",2005,8,4,-114.623,47.0382,2913.12,2892.09,"mt4703611462320050804",2005,8,4,-114.6816,47.0227,2467.08,2447.56
"FS","GOLD CREEK",2005,8,6,-119.0867,48.6294,504.24,55.99,"BURNT BREAD",2005,8,6,-119.0625,48.635,424.71,294.14,"wa4863511906420050806",2005,8,6,-119.0625,48.635,424.71,294.14
"FS","WALL CREEK",2005,8,6,-113.3756,47.7331,1568.16,1567.12,"KELLY POINT",2005,8,6,-113.3362,47.7352,1312.02,1311.99,"mt4773511333620050806",2005,8,6,-113.3362,47.7352,1312.02,1311.99
"FS","GRANITE CREEK",2005,8,6,-116.6664,45.3633,14892.44,8220.33,"GRANITE COMPLEX",2005,8,6,-116.5713,45.4001,10205.91,8486.21,"id4539911656820050806",2005,8,6,-116.5713,45.4001,10205.91,8486.21
"FS","S. FORK LAWSON",2005,8,6,-114.21,45.3881,1069.59,985.63,"CADAGAN COMPLEX (HALE GULCH)",2005,8,6,-114.2265,45.3817,608.13,599.29,"id4538411422720050806",2005,8,6,-114.2265,45.3817,608.13,599.29
"BLM","BEEF TRAIL",2005,8,7,-118.8291,42.4046,1898.79,0,"BEEF TRAIL",2005,8,7,-118.8044,42.3856,857.97,0,"or4238411880120050807",2005,8,7,-118.8044,42.3856,857.97,0
"BLM","PAINTEDROC",2005,8,5,-113.0552,33.0909,263.05,0,"GUACAMOLE",2005,8,7,-113.0595,33.0759,894.42,0,"az3307611305920050807",2005,8,5,-113.0567,33.0905,178.88,0
"BLM","GUACAMOLE",2005,8,7,-113.0802,33.0562,1052.18,0,"GUACAMOLE",2005,8,7,-113.0595,33.0759,894.42,0,"az3307611305920050807",2005,8,7,-113.0828,33.0592,715.54,0
"BLM","LONGRUGGLE",2005,8,8,-116.585,45.9828,1914.57,697.76,"LONG RUGGLES",2005,8,8,-116.5995,45.972,1781.19,1086.51,"id4597111659920050808",2005,8,8,-116.5995,45.972,1781.19,1086.51
"FS","HAAS RIDGE",2005,8,8,-116.7497,45.6872,929.16,2.64,"TRYON COMPLEX (CHERRY CREEK)",2005,8,8,-116.828,45.8322,4779.63,225.66,"or4583511682720050808",2005,8,8,-116.7542,45.6867,536.02,0.96
"FS","CHERRY CREEK",2005,8,8,-116.8494,45.8417,7355.98,615.72,"TRYON COMPLEX (CHERRY CREEK)",2005,8,8,-116.828,45.8322,4779.63,225.66,"or4583511682720050808",2005,8,8,-116.842,45.839,4243.61,224.7
"BLM","TOE JAM",2005,8,8,-116.7404,44.224,508.29,0,"TOE JAM",2005,8,8,-116.7272,44.2245,474.39,0,"id4422411672720050808",2005,8,8,-116.7272,44.2245,474.39,0
"BLM","ARABIAN",2005,8,8,-117.0738,43.9181,153.13,0,"KEENEY PASS",2005,8,8,-117.1376,43.8868,1128.96,0,"or4388711713820050808",2005,8,8,-117.1263,43.9062,105.5,0
"BLM","COW HOLLOW",2005,8,9,-117.1622,43.8624,315.66,0,"KEENEY PASS",2005,8,8,-117.1376,43.8868,1128.96,0,"or4388711713820050808",2005,8,9,-117.1396,43.8672,217.46,0
"BLM","KEENEY PAS",2005,8,8,-117.1332,43.8892,1169.95,0,"KEENEY PASS",2005,8,8,-117.1376,43.8868,1128.96,0,"or4388711713820050808",2005,8,8,-117.1329,43.8867,806,0
"FS","FAT MAN RIDGE",2005,8,9,-113.7958,46.1483,5393.25,5389.69,"SIGNAL ROCK",2005,8,9,-113.7584,46.1497,3961.44,3961.4,"mt4615011375520050809",2005,8,9,-113.7584,46.1497,3961.44,3961.4
"FS","MARLIN SPRINGS",2005,8,9,-114.1519,46.0433,691.2,244.79,"CB RANCH MUTUAL AID",2005,8,9,-114.1441,46.0392,692.37,289.17,"mt4603911414420050809",2005,8,9,-114.1441,46.0392,692.37,289.17
"BLM","BLACKERBY",2005,8,9,-116.0433,45.8942,2012.91,1870.98,"BLACKERBY",2005,8,9,-116.0374,45.8813,733.32,722.83,"id4588011602820050809",2005,8,9,-116.0374,45.8813,733.32,722.83
"CalFire","DEER",2005,8,9,-122.848,39.3738,695.97,430.09,"DEER",2005,8,9,-122.845,39.3746,570.78,389.34,"ca3937412284420050809",2005,8,9,-122.845,39.3746,570.78,389.34
"BLM","HARKER CYN",2005,8,10,-118.0636,47.7806,633.74,296.37,"HARKER CANYON",2005,8,10,-118.0638,47.774,622.26,255.18,"wa4777411806420050810",2005,8,10,-118.0638,47.774,622.26,255.18
"NPS","LAIDLAW BUTTE",2005,8,10,-113.665,43.2097,10040.26,0,"LAIDLAW BUTTE",2005,8,10,-113.5869,43.2269,9894.69,0,"id4322711358720050810",2005,8,10,-113.5869,43.2269,9894.69,0
"CalFire","36",2005,8,10,-122.7329,40.3037,1163.83,0,"36",2005,8,10,-122.7415,40.3077,604.98,0,"ca4030012273420050810",2005,8,10,-122.7415,40.3077,604.98,0
"FS","SPRING CREEK",2005,8,11,-118.3342,45.3347,467.82,338.31,"SPRING CREEK",2005,8,11,-118.3164,45.3168,196.02,166.73,"or4531711831520050811",2005,8,11,-118.3164,45.3168,196.02,166.73
"FS","GRAVES",2005,8,13,-118.0678,45.8408,800.06,674.93,"BURNT CABIN",2005,8,13,-118.0527,45.8288,504.72,487.59,"or4582911805320050813",2005,8,13,-118.0527,45.8288,504.72,487.59
"BLM","BRUMLEY",2005,8,13,-113.9294,36.5683,233.91,0,"JACOB",2005,8,13,-113.9921,36.5264,1060.11,0,"az3652511399220050813",2005,8,13,-113.9849,36.5425,188.07,0
"BLM","JACOB",2005,8,13,-113.9958,36.5233,1084.56,0,"JACOB",2005,8,13,-113.9921,36.5264,1060.11,0,"az3652511399220050813",2005,8,13,-113.9917,36.5233,872.04,0
"BLM","BORDER",2005,8,15,-107.1487,48.9936,392.55,0,"BORDER",2005,8,15,-107.1502,48.9958,522,0,"mt4899610715020050815",2005,8,15,-107.1502,48.9958,522,0
"FS","ANDERSON",2005,8,20,-108.7042,33.6517,566.56,566.19,"MOUNTAIN",2005,8,20,-108.6913,33.6533,359.73,359.73,"nm3365310869120050820",2005,8,20,-108.6913,33.6533,359.73,359.73
"BLM","MULES EAR",2005,8,21,-117.6874,42.2492,635.76,0,"MULES EAR",2005,8,21,-117.6839,42.2546,363.78,0,"or4225511768520050821",2005,8,21,-117.6839,42.2546,363.78,0
"BLM","OMEGA",2005,8,21,-115.6497,41.3683,1001.07,0,"OMEGA",2005,8,21,-115.639,41.3798,988.74,0,"nv4138011563820050821",2005,8,21,-115.639,41.3798,988.74,0
"BIA","ROCKY TANK",2005,8,21,-110.2186,33.4842,1011.72,183.76,"ROCKY TANK",2005,8,21,-110.2399,33.4997,1163.79,249.07,"az3349911024320050821",2005,8,21,-110.2399,33.4997,1163.79,249.07
"BLM","ERICKSON S",2005,8,22,-105.9983,45.4533,1092.65,977.2,"ERICKSON SPRING",2005,8,22,-105.9628,45.4449,943.74,756.11,"mt4544510596120050822",2005,8,22,-106.0005,45.451,471.87,391.68
"FS","HALBERT",2005,8,22,-105.9553,45.4483,1092.65,909.23,"ERICKSON SPRING",2005,8,22,-105.9628,45.4449,943.74,756.11,"mt4544510596120050822",2005,8,22,-105.961,45.4449,471.87,364.43
"CalFire","BARREL",2005,8,22,-119.7862,41.873,9878.47,37.04,"BARREL",2005,8,22,-119.8015,41.893,7424.73,31.24,"nv4189011980120050822",2005,8,22,-119.8015,41.893,7424.73,31.24
"BLM","CHANCE",2005,8,28,-115.6853,40.8786,9610.89,0,"SHERMAN",2005,8,22,-115.7632,40.9934,2772.9,23.26,"nv4099411576120050822",2005,8,28,-115.7712,40.9636,2110.06,0
"BLM","SHERMAN",2005,8,22,-115.78,40.9833,3019.12,30.28,"SHERMAN",2005,8,22,-115.7632,40.9934,2772.9,23.26,"nv4099411576120050822",2005,8,22,-115.7761,40.9811,662.84,23.26
"BLM","SOUTHBLACK",2005,8,23,-116.1327,43.4428,3377.91,0,"SOUTH BLACK",2005,8,23,-116.0619,43.3756,3260.52,0,"id4337611606220050823",2005,8,23,-116.0619,43.3756,3260.52,0
"BLM","BONE BREAK",2005,8,21,-118.7608,42.8802,122.62,0,"FIR CREEK",2005,8,23,-118.6741,42.7822,395.37,0,"or4278311867620050823",2005,8,21,-118.7117,42.7906,100,0
"BLM","LIL BRIDGE",2005,8,22,-118.6866,42.8127,407.52,0,"FIR CREEK",2005,8,23,-118.6741,42.7822,395.37,0,"or4278311867620050823",2005,8,22,-118.6879,42.7949,100,0
"BLM","2225",2005,8,21,-118.6621,42.8127,150.14,0,"FIR CREEK",2005,8,23,-118.6741,42.7822,395.37,0,"or4278311867620050823",2005,8,21,-118.673,42.7883,100,0
"BLM","FIR CREEK",2005,8,23,-118.6855,42.7924,543.49,0,"FIR CREEK",2005,8,23,-118.6741,42.7822,395.37,0,"or4278311867620050823",2005,8,23,-118.6879,42.7949,111.65,0
"BLM","GOVERNMENT",2005,8,23,-112.005,39.8706,625.64,7.21,"GOVERNMENT CREEK",2005,8,23,-112.0127,39.8751,573.12,30.53,"ut3987511201320050823",2005,8,23,-112.0127,39.8751,573.12,30.53
"BLM","WINDY",2005,8,24,-114.3239,42.8878,576.19,0,"WINDY",2005,8,24,-114.28,42.9318,560.79,0,"id4293211427920050824",2005,8,24,-114.28,42.9318,560.79,0
"BLM","PELICAN PO",2005,8,24,-111.8895,40.2149,1041.66,1.5,"PELICAN POINT",2005,8,24,-111.9149,40.2053,878.4,0.29,"ut4020611191420050824",2005,8,24,-111.9149,40.2053,878.4,0.29
"CalFire","HARDING",2005,8,24,-120.3143,39.6377,916.88,810.73,"HARDING",2005,8,24,-120.3211,39.6347,844.29,743.51,"ca3963512032120050824",2005,8,24,-120.3211,39.6347,844.29,743.51
"BLM","DEER CREEK",2005,8,25,-123.5595,42.2688,626.45,267.54,"DEER CREEK",2005,8,25,-123.5521,42.2894,581.04,473.09,"or4228912355220050825",2005,8,25,-123.5521,42.2894,581.04,473.09
"CalFire","MANTON",2005,8,26,-121.8605,40.4416,737.43,52.45,"MANTON",2005,8,26,-121.8551,40.4438,609.48,50.57,"ca4044412185520050826",2005,8,26,-121.8551,40.4438,609.48,50.57
"CalFire","BLAISDELL",2005,8,31,-116.6412,33.8737,2222.45,2.37,"BLAISDELL",2005,8,26,-116.6374,33.8679,1472.4,1.6,"ca3386811663820050826",2005,8,31,-116.6374,33.8679,1472.4,1.6
"BIA","SPRING CRK",2005,8,27,-107.7555,45.5833,418.04,0,"SPRING CREEK",2005,8,27,-107.7572,45.5754,417.51,0,"mt4557510775720050827",2005,8,27,-107.7572,45.5754,417.51,0
"BLM","NORTH NEOLA",2005,8,27,-110.0428,40.4981,1637.76,877.89,"NORTH NEOLA",2005,8,27,-110.0095,40.4817,1681.56,416.99,"ut4048311000920050827",2005,8,27,-110.0095,40.4817,1681.56,416.99
"BIA","SEEPAY#2",2005,8,28,-114.641,47.3472,3439.83,2359.17,"SEEPAY 2",2005,8,28,-114.6013,47.3272,2261.88,2150.21,"mt4733011459420050828",2005,8,28,-114.6013,47.3272,2261.88,2150.21
"FS","WAUGH",2005,8,29,-113.6831,44.5525,479.55,291.58,"PATTERSON",2005,8,29,-113.691,44.5457,171.18,54.6,"id4454811369020050829",2005,8,29,-113.691,44.5457,171.18,54.6
"NPS","BELL RAPIDS 2",2005,8,29,-115.0369,42.8942,2820.38,0,"BELL RAPIDS 2",2005,8,29,-114.9716,42.8647,2085.93,0,"id4286311496020050829",2005,8,29,-114.9716,42.8647,2085.93,0
"BLM","NORTH ROAD",2005,8,29,-117.6399,41.9954,5202.24,0,"NORTH ROAD",2005,8,29,-117.5501,41.9543,4114.35,0,"nv4195211754620050829",2005,8,29,-117.5501,41.9543,4114.35,0
"BLM","BIXBY",2005,8,30,-105.7797,42.8439,1226.2,0,"BIXBY",2005,8,30,-105.7083,42.8416,976.59,0,"wy4284210570920050830",2005,8,30,-105.7083,42.8416,976.59,0
"FS","PHILLIPS CREEK",2005,9,3,-115.8956,43.8206,458.1,457.8,"GREGORY",2005,9,3,-115.8857,43.8188,338.67,338.67,"id4381811588520050903",2005,9,3,-115.8857,43.8188,338.67,338.67
"BLM","BLACK MOUN",2005,9,3,-112.7939,40.8667,1242.39,0,"BLACK MOUNTAIN",2005,9,3,-112.7764,40.8692,1110.42,0,"ut4086911277720050903",2005,9,3,-112.7764,40.8692,1110.42,0
"CalFire","GORMAN",2005,9,3,-118.8763,34.8076,1018.17,0,"GORMAN",2005,9,3,-118.8762,34.8107,907.74,0,"ca3481111887720050903",2005,9,3,-118.8762,34.8107,907.74,0
"BLM","SAWMILL",2005,9,4,-112.2111,42.9675,3351.61,651.35,"SAWMILL",2005,9,4,-112.1474,42.9855,2504.07,838.46,"id4298611214720050904",2005,9,4,-112.1474,42.9855,2504.07,838.46
"BLM","RATTLESNAK",2005,9,4,-112.5864,42.6867,4301.61,7.25,"FORT HALL COMPLEX",2005,9,4,-112.5402,42.7248,3960.36,257.56,"id4272311254020050904",2005,9,4,-112.5402,42.7248,3960.36,257.56
"BLM","JUNIPER",2005,9,4,-112.835,42.1111,1256.79,13.36,"JUNIPER",2005,9,4,-112.8557,42.1267,919.53,0,"id4212611285520050904",2005,9,4,-112.8557,42.1267,919.53,0
"BLM","HATCH",2005,9,4,-112.6092,40.1778,475.51,0,"HATCH",2005,9,4,-112.5867,40.19,300.6,47.05,"ut4019011258820050904",2005,9,4,-112.5867,40.19,300.6,47.05
"FS","PRESTON",2005,9,8,-120.0439,48.0931,443.94,258.94,"SQUAW CREEK",2005,9,8,-120.0287,48.1025,419.85,55.05,"wa4810312002920050908",2005,9,8,-120.0496,48.0945,209.93,52.51
"BLM","SQUAW CR",2005,9,8,-120.0225,48.1128,443.94,12.51,"SQUAW CREEK",2005,9,8,-120.0287,48.1025,419.85,55.05,"wa4810312002920050908",2005,9,8,-120.0271,48.1078,209.93,2.54
"BLM","HEARTLAND",2005,9,9,-107.4565,47.7728,5449.5,553.94,"HEARTLAND",2005,9,9,-107.4684,47.7446,1939.68,527.28,"mt4774310746820050909",2005,9,9,-107.4684,47.7446,1939.68,527.28
"BLM","NYQUIL",2005,9,10,-107.6781,47.5522,219.42,6.24,"SHEEP",2005,9,9,-107.505,47.6843,1591.47,44.96,"mt4768410750520050909",2005,9,10,-107.5114,47.648,103.06,11.42
"BLM","KILLWOMAN",2005,9,4,-107.5959,47.7344,182.11,0,"SHEEP",2005,9,9,-107.505,47.6843,1591.47,44.96,"mt4768410750520050909",2005,9,4,-107.5587,47.6897,100,0
"FWS","SHORE",2005,9,9,-107.4702,47.6305,101.17,0,"SHEEP",2005,9,9,-107.505,47.6843,1591.47,44.96,"mt4768410750520050909",2005,9,9,-107.4835,47.6412,100,0
"FWS","SHEEP",2005,9,9,-107.4742,47.6558,2742.96,18.33,"SHEEP",2005,9,9,-107.505,47.6843,1591.47,44.96,"mt4768410750520050909",2005,9,9,-107.4736,47.6603,1288.41,33.54
"BLM","DIVERSION",2005,9,9,-112.265,43.1461,807.02,0,"DIVERSION",2005,9,9,-112.2481,43.1634,778.77,0,"id4316411224820050909",2005,9,9,-112.2481,43.1634,778.77,0
"CalFire","HORSESHOE",2005,9,9,-121.341,40.4856,617.85,618.53,"HORSESHOE WFU",2005,9,9,-121.3378,40.4855,48.6,48.49,"ca4048512133820050909",2005,9,9,-121.3378,40.4855,100,48.49
"FS","TURNER CREEK",2005,9,14,-116.7864,45.4208,574.25,24.25,"TURNER CREEK",2005,9,14,-116.8009,45.4518,539.19,5.91,"or4545211680120050914",2005,9,14,-116.8009,45.4518,539.19,5.91
"BLM","WILSON",2005,9,14,-114.1831,42.6503,2094.78,0,"WILSON",2005,9,14,-114.1557,42.6346,2053.44,0,"id4263511415520050914",2005,9,14,-114.1557,42.6346,2053.44,0
"BLM","BOWNSROOST",2005,9,16,-115.8597,43.4038,1585.56,0,"BOWNS ROOST",2005,9,16,-115.8213,43.3777,1512.18,0,"id4337811582120050916",2005,9,16,-115.8213,43.3777,1512.18,0
"BLM","ROUND BUTTE",2005,9,16,-112.8378,43.1622,6836,0,"ROUND BUTTE",2005,9,16,-112.7772,43.222,6430.77,0,"id4322211277620050916",2005,9,16,-112.7772,43.222,6430.77,0
"BLM","HOMESTEAD",2005,9,17,-113.9386,42.7128,574.94,0,"HOMESTEAD",2005,9,17,-113.9293,42.7202,561.51,0,"id4272011392920050917",2005,9,17,-113.9293,42.7202,561.51,0
"NPS","LITTLEBEAR",2005,9,17,-104.8836,41.5461,1214.06,0,"LITTLEBEAR",2005,9,17,-104.8406,41.5383,1134.27,0,"wy4153810484020050917",2005,9,17,-104.8406,41.5383,1134.27,0
"FS","MANUEL",2005,9,17,-106.2897,36.3419,1587.18,1578.18,"PINE CANYON",2005,9,17,-106.2643,36.3554,1401.93,1398.2,"nm3635610626420050917",2005,9,17,-106.2643,36.3554,1401.93,1398.2
"BLM","TRIANGLE",2005,9,20,-116.6793,42.8555,110.48,0,"TRIANGLE",2005,9,20,-116.68,42.8463,541.26,0,"id4284611668020050920",2005,9,20,-116.68,42.8463,541.26,0
"CalFire","WOOLEY",2005,9,20,-123.2609,41.4948,1304.77,1304.77,"WOOLEY",2005,9,20,-123.2685,41.4901,754.47,754.47,"ca4148912327020050920",2005,9,20,-123.2685,41.4901,754.47,754.47
"BLM","TOWER",2005,9,25,-112.9106,40.7889,120.19,18.26,"PUDDLE VALLEY",2005,9,20,-112.8462,40.8689,1418.58,0,"ut4086911284520050920",2005,9,25,-112.8636,40.8502,103.16,0
"BLM","PUDDLE VLY",2005,9,20,-112.8585,40.8624,1532.55,0,"PUDDLE VALLEY",2005,9,20,-112.8462,40.8689,1418.58,0,"ut4086911284520050920",2005,9,20,-112.8539,40.8605,1315.42,0
"CalFire","LAUEREL WFU",2005,9,26,-119.7816,38.0185,193.11,191.56,"WAPAMA COMPLEX (WAPAMA)",2005,9,21,-119.7779,37.9771,251.37,227.74,"ca3797711977720050921",2005,9,26,-119.7748,37.9894,100,76.37
"CalFire","WAPAMA WFU",2005,9,26,-119.7749,37.9743,427.88,384.92,"WAPAMA COMPLEX (WAPAMA)",2005,9,21,-119.7779,37.9771,251.37,227.74,"ca3797711977720050921",2005,9,26,-119.7691,37.9721,151.37,151.37
"CalFire","PINE",2005,9,21,-118.8349,35.5406,734.29,0,"PINE",2005,9,21,-118.8343,35.539,711.81,0,"ca3553911883420050921",2005,9,21,-118.8343,35.539,711.81,0
"BLM","CRISPIX",2005,9,23,-115.895,40.5014,1317.17,0,"CRISPIX",2005,9,23,-115.8721,40.5111,1069.74,0,"nv4049911587120050923",2005,9,23,-115.8721,40.5111,1069.74,0
